"HF:Financing scheme","HC:Function","HP:Provider","MEASURE:Measure","LOCATION:Country","TIME:Year","Unit Code:Unit","PowerCode Code:PowerCode","Reference Period Code:Reference Period","MSR:Value","Flag Codes:Flags"
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2012","USD:US Dollar","0:Units",,65.826,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2013","USD:US Dollar","0:Units",,56.004,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2014","USD:US Dollar","0:Units",,58.833,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2015","USD:US Dollar","0:Units",,64.405,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2016","USD:US Dollar","0:Units",,68.092,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2017","USD:US Dollar","0:Units",,69.012,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2018","USD:US Dollar","0:Units",,74.091,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2019","USD:US Dollar","0:Units",,76.741,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,120.625,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,124.12,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,124.5,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,128.783,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,132.905,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,136.981,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,146.63,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,140.86,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,141.887,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,140.003,"P:Provisional value"
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2010","USD:US Dollar","0:Units",,356.433,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2011","USD:US Dollar","0:Units",,370.825,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2012","USD:US Dollar","0:Units",,390.387,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2013","USD:US Dollar","0:Units",,414.316,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2014","USD:US Dollar","0:Units",,416.935,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2015","USD:US Dollar","0:Units",,415.315,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2016","USD:US Dollar","0:Units",,443.836,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2017","USD:US Dollar","0:Units",,431.605,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2018","USD:US Dollar","0:Units",,439.653,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,12.852,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,16.171,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,12.691,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,13.89,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,11.821,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,11.312,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,12.193,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,12.635,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,13.292,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP0:Providers unknown","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,13.549,"P:Provisional value"
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,16.417,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,13.952,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,12.912,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,13.835,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,13.836,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,14.573,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,15.703,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,14.673,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,12.077,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,17.623,"P:Provisional value"
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC3:Long-term care (health)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2013","USD:US Dollar","0:Units",,72.82,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC3:Long-term care (health)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2014","USD:US Dollar","0:Units",,75.16,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC3:Long-term care (health)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2015","USD:US Dollar","0:Units",,77.605,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC3:Long-term care (health)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2016","USD:US Dollar","0:Units",,84.347,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC3:Long-term care (health)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2017","USD:US Dollar","0:Units",,85.301,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2010","USD:US Dollar","0:Units",,876.388,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2011","USD:US Dollar","0:Units",,925.255,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2012","USD:US Dollar","0:Units",,982.953,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2013","USD:US Dollar","0:Units",,1031.944,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2014","USD:US Dollar","0:Units",,1062.543,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2015","USD:US Dollar","0:Units",,1098.904,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2016","USD:US Dollar","0:Units",,1124.742,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2017","USD:US Dollar","0:Units",,1133.207,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2018","USD:US Dollar","0:Units",,1165.666,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2019","USD:US Dollar","0:Units",,1185.412,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2010","USD:US Dollar","0:Units",,2503.643,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2011","USD:US Dollar","0:Units",,2654.944,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2012","USD:US Dollar","0:Units",,2660.292,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2013","USD:US Dollar","0:Units",,2829.934,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2014","USD:US Dollar","0:Units",,2917.862,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2015","USD:US Dollar","0:Units",,3042.369,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2016","USD:US Dollar","0:Units",,3178.826,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2017","USD:US Dollar","0:Units",,3237.199,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2018","USD:US Dollar","0:Units",,3352.872,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2010","USD:US Dollar","0:Units",,3273.273,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2011","USD:US Dollar","0:Units",,3408.548,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2012","USD:US Dollar","0:Units",,3682.502,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2013","USD:US Dollar","0:Units",,3966.814,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2014","USD:US Dollar","0:Units",,4070.169,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2015","USD:US Dollar","0:Units",,4282.432,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2016","USD:US Dollar","0:Units",,4456.937,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2017","USD:US Dollar","0:Units",,4522.947,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2018","USD:US Dollar","0:Units",,4585.412,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2019","USD:US Dollar","0:Units",,4765.671,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,92.863,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,92.292,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,150.477,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,173.242,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,182.407,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,174.444,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,189.46,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,189.262,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,199.224,
"HFTOT:All financing schemes","HC3:Long-term care (health)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,205.988,"P:Provisional value"
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2010","USD:US Dollar","0:Units",,73.383,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2011","USD:US Dollar","0:Units",,81.23,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2012","USD:US Dollar","0:Units",,85.345,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2013","USD:US Dollar","0:Units",,104.339,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2014","USD:US Dollar","0:Units",,114.148,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2015","USD:US Dollar","0:Units",,123.202,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2016","USD:US Dollar","0:Units",,138.372,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2017","USD:US Dollar","0:Units",,145.631,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2018","USD:US Dollar","0:Units",,153.337,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP4:Providers of ancillary services","PPPPER:Per capita, current prices, current PPPs","CHE:Switzerland","2019","USD:US Dollar","0:Units",,158.273,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,139.268,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,153.236,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,156.735,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,158.676,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,164.018,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,158.142,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,172.095,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,178.365,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,179.491,
"HF1:Government/compulsory schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,184.641,"P:Provisional value"
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2010","USD:US Dollar","0:Units",,6.834,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2011","USD:US Dollar","0:Units",,2.167,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2012","USD:US Dollar","0:Units",,4.493,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2013","USD:US Dollar","0:Units",,4.687,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2014","USD:US Dollar","0:Units",,6.342,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2015","USD:US Dollar","0:Units",,4.447,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2016","USD:US Dollar","0:Units",,4.337,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2017","USD:US Dollar","0:Units",,3.669,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HP8:Rest of the economy","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2018","USD:US Dollar","0:Units",,3.65,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2016","USD:US Dollar","0:Units",,0.284,
"HFTOT:All financing schemes","HC1HC2:Curative and rehabilitative care","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","AUS:Australia","2017","USD:US Dollar","0:Units",,0.273,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2010","USD:US Dollar","0:Units",,441.263,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2011","USD:US Dollar","0:Units",,443.653,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2012","USD:US Dollar","0:Units",,462.994,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2013","USD:US Dollar","0:Units",,472.174,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2014","USD:US Dollar","0:Units",,494.113,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2015","USD:US Dollar","0:Units",,509.3,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2016","USD:US Dollar","0:Units",,569.108,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2017","USD:US Dollar","0:Units",,573.963,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2018","USD:US Dollar","0:Units",,594.593,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC1HC2:Curative and rehabilitative care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","CAN:Canada","2019","USD:US Dollar","0:Units",,595.638,"P:Provisional value"
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2013","USD:US Dollar","0:Units",,97.27,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","COL:Colombia","2014","USD:US Dollar","0:Units",,103.892,
