"HF:Financing scheme","HC:Function","HP:Provider","MEASURE:Measure","LOCATION:Country","TIME:Year","Unit Code:Unit","PowerCode Code:PowerCode","Reference Period Code:Reference Period","MSR:Value","Flag Codes:Flags"
"HF1:Government/compulsory schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","ESP:Spain","2015","USD:US Dollar","0:Units",,61.378,
"HF1:Government/compulsory schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","ESP:Spain","2016","USD:US Dollar","0:Units",,66.559,
"HF1:Government/compulsory schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","ESP:Spain","2017","USD:US Dollar","0:Units",,68.74,
"HF1:Government/compulsory schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","ESP:Spain","2018","USD:US Dollar","0:Units",,71.989,
"HF1:Government/compulsory schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","ESP:Spain","2019","USD:US Dollar","0:Units",,76.457,"P:Provisional value"
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2010","USD:US Dollar","0:Units",,47.634,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2011","USD:US Dollar","0:Units",,46.833,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2012","USD:US Dollar","0:Units",,53.504,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2013","USD:US Dollar","0:Units",,49.177,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2014","USD:US Dollar","0:Units",,53.529,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2015","USD:US Dollar","0:Units",,59.431,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2016","USD:US Dollar","0:Units",,65.376,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2017","USD:US Dollar","0:Units",,72.445,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2018","USD:US Dollar","0:Units",,83.614,
"HFTOT:All financing schemes","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","EST:Estonia","2019","USD:US Dollar","0:Units",,90.294,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2010","USD:US Dollar","0:Units",,244.294,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2011","USD:US Dollar","0:Units",,248.689,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2012","USD:US Dollar","0:Units",,256.027,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2013","USD:US Dollar","0:Units",,249.931,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2014","USD:US Dollar","0:Units",,255.385,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2015","USD:US Dollar","0:Units",,269.827,"B:Break"
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2016","USD:US Dollar","0:Units",,284.048,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2017","USD:US Dollar","0:Units",,283.017,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2018","USD:US Dollar","0:Units",,302.84,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2019","USD:US Dollar","0:Units",,321.49,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2010","USD:US Dollar","0:Units",,103.887,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2011","USD:US Dollar","0:Units",,101.583,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2012","USD:US Dollar","0:Units",,79.818,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2013","USD:US Dollar","0:Units",,105.407,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2014","USD:US Dollar","0:Units",,102.432,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2015","USD:US Dollar","0:Units",,109.085,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2016","USD:US Dollar","0:Units",,82.331,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2017","USD:US Dollar","0:Units",,93.63,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2018","USD:US Dollar","0:Units",,68.557,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2019","USD:US Dollar","0:Units",,97.455,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2011","USD:US Dollar","0:Units",,1058.021,"B:Break"
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2012","USD:US Dollar","0:Units",,1062.193,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2013","USD:US Dollar","0:Units",,1068.165,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2014","USD:US Dollar","0:Units",,1052.614,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2015","USD:US Dollar","0:Units",,1089.329,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2016","USD:US Dollar","0:Units",,1174.25,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2017","USD:US Dollar","0:Units",,1235.75,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2018","USD:US Dollar","0:Units",,1332.21,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","IRL:Ireland","2019","USD:US Dollar","0:Units",,1419.966,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2010","USD:US Dollar","0:Units",,1.303,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2011","USD:US Dollar","0:Units",,1.481,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2012","USD:US Dollar","0:Units",,0.622,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2013","USD:US Dollar","0:Units",,1.117,
"HFTOT:All financing schemes","HC4:Ancillary services (non-specified by function)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2014","USD:US Dollar","0:Units",,0.051,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2013","USD:US Dollar","0:Units",,48.219,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2014","USD:US Dollar","0:Units",,44.684,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2015","USD:US Dollar","0:Units",,42.64,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2016","USD:US Dollar","0:Units",,41.392,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2017","USD:US Dollar","0:Units",,38.942,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2018","USD:US Dollar","0:Units",,42.714,
"HF1:Government/compulsory schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2019","USD:US Dollar","0:Units",,45.512,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2010","USD:US Dollar","0:Units",,41.62,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2011","USD:US Dollar","0:Units",,45.065,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2012","USD:US Dollar","0:Units",,49.331,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2013","USD:US Dollar","0:Units",,49.797,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2014","USD:US Dollar","0:Units",,51.396,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2015","USD:US Dollar","0:Units",,53.92,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2016","USD:US Dollar","0:Units",,57.476,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2017","USD:US Dollar","0:Units",,59.012,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2018","USD:US Dollar","0:Units",,61.376,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HC6:Preventive care","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2019","USD:US Dollar","0:Units",,66.599,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2010","USD:US Dollar","0:Units",,786.23,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2011","USD:US Dollar","0:Units",,797.254,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2012","USD:US Dollar","0:Units",,802.384,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2013","USD:US Dollar","0:Units",,826.755,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2014","USD:US Dollar","0:Units",,810.607,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2015","USD:US Dollar","0:Units",,811.292,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2016","USD:US Dollar","0:Units",,842.341,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2017","USD:US Dollar","0:Units",,840.903,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2018","USD:US Dollar","0:Units",,866.607,
"HFTOT:All financing schemes","HC5:Medical goods (non-specified by function)","HP5:Retailers and other providers of medical goods","PPPPER:Per capita, current prices, current PPPs","FRA:France","2019","USD:US Dollar","0:Units",,884.879,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2010","USD:US Dollar","0:Units",,620.039,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2011","USD:US Dollar","0:Units",,641.804,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2012","USD:US Dollar","0:Units",,692.221,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2013","USD:US Dollar","0:Units",,762.94,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2014","USD:US Dollar","0:Units",,776.763,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2015","USD:US Dollar","0:Units",,790.519,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2016","USD:US Dollar","0:Units",,814.213,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2017","USD:US Dollar","0:Units",,865.369,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2018","USD:US Dollar","0:Units",,922.004,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2019","USD:US Dollar","0:Units",,966.93,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GBR:United Kingdom","2020","USD:US Dollar","0:Units",,961.688,"P:Provisional value"
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2010","USD:US Dollar","0:Units",,33.957,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2011","USD:US Dollar","0:Units",,32.925,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2012","USD:US Dollar","0:Units",,32.216,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2013","USD:US Dollar","0:Units",,32.843,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2014","USD:US Dollar","0:Units",,41.172,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2015","USD:US Dollar","0:Units",,32.463,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2016","USD:US Dollar","0:Units",,35.631,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2017","USD:US Dollar","0:Units",,35.172,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2018","USD:US Dollar","0:Units",,37.614,
"HFTOT:All financing schemes","HC7:Governance and health system and financing administration","HPTOT:All providers","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2019","USD:US Dollar","0:Units",,38.548,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2010","USD:US Dollar","0:Units",,179.554,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2011","USD:US Dollar","0:Units",,187.983,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2012","USD:US Dollar","0:Units",,207.223,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2013","USD:US Dollar","0:Units",,200.186,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2014","USD:US Dollar","0:Units",,204.823,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2015","USD:US Dollar","0:Units",,203.244,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2016","USD:US Dollar","0:Units",,209.284,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2017","USD:US Dollar","0:Units",,205.676,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2018","USD:US Dollar","0:Units",,206.648,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP3:Providers of ambulatory health care","PPPPER:Per capita, current prices, current PPPs","HUN:Hungary","2019","USD:US Dollar","0:Units",,239.192,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2010","USD:US Dollar","0:Units",,59.021,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2011","USD:US Dollar","0:Units",,63.402,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2012","USD:US Dollar","0:Units",,63.618,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2013","USD:US Dollar","0:Units",,62.406,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2014","USD:US Dollar","0:Units",,63.998,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2015","USD:US Dollar","0:Units",,72.051,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2016","USD:US Dollar","0:Units",,81.539,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2017","USD:US Dollar","0:Units",,89.199,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2018","USD:US Dollar","0:Units",,95.197,
"HF2HF3:Voluntary schemes/household out-of-pocket payments","HCTOT:Current expenditure on health (all functions)","HP1:Hospitals","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2019","USD:US Dollar","0:Units",,99.29,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2010","USD:US Dollar","0:Units",,8.565,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2011","USD:US Dollar","0:Units",,8.574,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2012","USD:US Dollar","0:Units",,4.817,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2013","USD:US Dollar","0:Units",,6.304,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2014","USD:US Dollar","0:Units",,8.824,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2015","USD:US Dollar","0:Units",,8.116,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2016","USD:US Dollar","0:Units",,6.585,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2017","USD:US Dollar","0:Units",,6.635,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2018","USD:US Dollar","0:Units",,6.755,
"HF1:Government/compulsory schemes","HCTOT:Current expenditure on health (all functions)","HP6:Providers of preventive care","PPPPER:Per capita, current prices, current PPPs","GRC:Greece","2019","USD:US Dollar","0:Units",,4.103,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2010","USD:US Dollar","0:Units",,461.955,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2011","USD:US Dollar","0:Units",,481.522,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2012","USD:US Dollar","0:Units",,519.014,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2013","USD:US Dollar","0:Units",,556.849,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2014","USD:US Dollar","0:Units",,571.666,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2015","USD:US Dollar","0:Units",,584.596,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2016","USD:US Dollar","0:Units",,606.385,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2017","USD:US Dollar","0:Units",,585.623,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2018","USD:US Dollar","0:Units",,595.632,
"HFTOT:All financing schemes","HCTOT:Current expenditure on health (all functions)","HP2:Residential long-term care facilities","PPPPER:Per capita, current prices, current PPPs","FIN:Finland","2019","USD:US Dollar","0:Units",,606.608,
